longitude,latitude,name,company_name,m2,clouds,readyForService,networks,cdns,country,gross_max_power,ixps,fibres,construction_date,id,certs.EUcoc,certs.Other,certs.UT_cert,certs.BREAAM,certs.LEED,certs.UT_level,OBJECTID,GEOID,RPL_EJI,RPL_SER,RPL_EJI_CBM,EPL_MINRTY,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,RPL_SVM_DOM4,RPL_SVM,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,RPL_EBM_DOM4,EPL_IMPWTR,RPL_EBM_DOM5,RPL_EBM,EPL_ASTHMA,EPL_CANCER,EPL_CHD,EPL_MHLTH,EPL_DIABETES,RPL_HVM,EPL_NEHD,RPL_CBM_DOM1,EPL_BURN,EPL_SMOKE,RPL_CBM_DOM2,EPL_CFLD,EPL_DRGT,EPL_HRCN,EPL_RFLD,EPL_SWND,EPL_TRND,RPL_CBM_DOM3,RPL_CBM,Shape,Tribe_PCT_Tract,Tribe_Names,Tribe_Flag
-77.47526670000002,38.7509488,Virginia,Iron Mountain,,[],,[],[],USA,10500,[],[],,b9cd8037-035f-497c-a7c7-2828763f0377,False,,0,False,False,1.0,59700,51683910401,0.3114,0.3324,0.2183,0.8257,0.8257,0.4906,0.9169,0.2837,0.5516,0.6429,0.9914,0.2763,0.6582,0.0482,0.8344,0.1209,0.9811,0.4934,0,0,0,0.532,0,0,0.5835,0.4976,0.3424,0,0.8598,0,0,0,0,0.3954,0.5514,0.2473,0.2127,0.0499,0.8112,0.6136,0,0.7208,0.2838,0.2838,0.2404,0.3849,0.0425,0.0636,0.8042,0.4866,0.2,0.5066,0.5066,0,0.2477,0.2458,0,0.0789,0.5755,0.1472,0.926,0,0.4585,0.3164,Polygon,0,-999,-999
-94.5785667,39.0997265,Kansas City,Iron Mountain,,[],,[],[],USA,,[],[],,ba5e03e9-7602-46b2-b8af-15360cd3b8bd,False,,0,False,False,1.0,22469,29095015702,0.4466,0.6596,0.3437,0.5098,0.5098,0.3078,0,0.0694,0.9779,0.8296,0.8011,0.2708,0.4456,0.015,0.0111,0.2138,0.5499,0.0229,0.4612,0,0.2323,0.2144,0.4757,0.7898,0.942,0.4976,0.8797,0,0.8598,0.7871,0.9668,0,0,0.9325,0.5514,0.4536,0.0071,0.05,0.8112,0.6136,0.9512,0.9893,0.5405,0.5405,0.9744,0.1813,0.0159,0.0102,0.5438,0.011,0,0.3122,0.3122,0,0.8674,0.8593,0,0.3901,0,0,0.942,0,0.284,0.34,Polygon,0,-999,-999
-96.8453224,33.0215099,Dallas III,VAZATA,2323,[],,"['Zayo', 'Public Peering', 'Level 3 Communications, LLC', 'NTT Communications (Global)', 'AT&T', 'TW Telecom']",[],USA,3000,[],[],946681200000.0,6f1fca4b-4a24-471c-8b67-512c7bbdfbe8,False,,0,False,False,1.0,79363,48121021632,0.333,0.5231,0.5445,0.5257,0.5257,0.1261,0.1965,0.633,0.5459,0.3654,0.5047,0.4008,0.3339,0.452,0.1338,0.2606,0,0.0265,0,0.443,0.2021,0.1578,0.9195,0.8216,0.7397,0.4976,0.9355,0,0.7852,0.5098,0,0,0,0.5387,0.5514,0.0634,0.4976,0.0855,0.8112,0.6136,0.954,0.9897,0,0,0.8489,0.0587,0.5582,0.2866,0.1331,0.2855,0,0.6052,0.6052,0,0.5943,0.5889,0,0.7128,0.2158,0.751,0.7147,0,0.7611,0.8767,Polygon,0,-999,-999
-77.53174899999999,38.74749369999999,COPT DC-6,COPT,9290,[],,"['Zayo', 'Verizon Business', 'TATA Communications Ltd', 'SummitIG', 'Sprint', 'Novec Solutions', 'MetroCast', 'Lightower Fiber Networks', 'Level 3 Communications, LLC', 'IX Reach', 'Hyperion Atlantic', 'Fiberring', 'FiberLight', 'Comcast', 'Cogent Communications, Inc.', 'AT&T']",[],USA,50000,['LINX'],[],1262300400000.0,06e136b0-b62b-11e5-ad0b-02b4d6763261,False,,0,False,False,1.0,58449,51153901409,0.2272,0.3783,0.469,0.7197,0.7197,0.2426,0.4741,0.1351,0.6342,0.4686,0.5666,0.0211,0.2843,0.0499,0.7284,0.0364,0.7573,0.1955,0,0.7423,0.4431,0.2975,0,0,0.5604,0.4976,0.3323,0,0.7509,0.6958,0,0,0,0.597,0.6204,0.0282,0.4861,0.0952,0.6691,0.5151,0.9219,0.9561,0.2804,0.2804,0.5313,0.2505,0.1007,0.0285,0.5792,0.1142,0,0.6522,0.6522,0,0.2651,0.2629,0,0.0789,0.5755,0.7664,0.926,0.5198,0.9283,0.924,Polygon,0,-999,-999
-77.53190619999998,38.7450186,Innovation Park,COPT,7432,[],,"['Above Net', 'Comcast Business', 'SummitIG', 'TATA Communications Ltd', 'Novec Solutions', 'Hyperion Atlantic', 'IX Reach', 'Fiberring', 'Cogent Communications, Inc.', 'Sprint', 'AT&T', 'FiberLight', 'Lightower Fiber Networks', 'Level 3 Communications, LLC', 'Verizon Business', 'Comcast']",[],USA,30000,['LINX'],[],1527804000000.0,cbc1b0bb-22c9-4aec-ab00-5b784e10f5db,False,,0,False,False,1.0,58449,51153901409,0.2272,0.3783,0.469,0.7197,0.7197,0.2426,0.4741,0.1351,0.6342,0.4686,0.5666,0.0211,0.2843,0.0499,0.7284,0.0364,0.7573,0.1955,0,0.7423,0.4431,0.2975,0,0,0.5604,0.4976,0.3323,0,0.7509,0.6958,0,0,0,0.597,0.6204,0.0282,0.4861,0.0952,0.6691,0.5151,0.9219,0.9561,0.2804,0.2804,0.5313,0.2505,0.1007,0.0285,0.5792,0.1142,0,0.6522,0.6522,0,0.2651,0.2629,0,0.0789,0.5755,0.7664,0.926,0.5198,0.9283,0.924,Polygon,0,-999,-999
-80.08400540000002,26.3816985,Boca Raton,365 Data Centers,539,[],,"['Level 3 Communications, LLC', 'FPL FiberNet, LLC', 'FiberLight', 'AT&T', 'BroadbandONE']",[],USA,1536,[],[],,f49c0c65-9f13-4525-86ce-c3bfeeed0944,False,,0,False,False,1.0,4548,12099007202,0.5036,0.5852,0.4218,0.6242,0.6242,0.267,0.2239,0.3774,0.7513,0.3212,0.4496,0.1015,0.2741,0.2492,0.9369,0.1068,0.4781,0.3196,0,0.7233,0.4285,0.3027,0,0,0.6352,0.0434,0.1635,0,0.6758,0.7908,0.6845,0,0,0.8239,0.5514,0.2442,0.4241,0.1371,0.8112,0.613,0.9761,0.9936,0.8863,0.8863,0.782,0.0946,0.6969,0.3654,0.2822,0.1216,0.2,0.3981,0.3981,0,0.0166,0.0165,0.142,0.4074,0.9797,0.3228,0.2928,0,0.6628,0.3855,Polygon,0,-999,-999
-83.25965129999997,42.4698792,Detroit,365 Data Centers,815,[],,"['Zayo', 'XO Communications', 'US Signal', 'AT&T', 'Windstream Communications', 'TeliaSonera', 'Comcast', 'WOW, Internet, Cable & Phone', 'Cogent Communications, Inc.', 'Level 3 Communications, LLC', 'Virtela', 'Managedway', 'Fibertech']",[],USA,,[],[],,c74a54e1-b983-44cb-a538-66406c74943f,False,,0,False,False,1.0,18781,26125161900,0.4786,0.552,0.2959,0.8413,0.8413,0.3117,0.4369,0.3381,0.4187,0.5429,0.2589,0.6893,0.3844,0.569,0.2058,0.7134,0,0.1569,0,0.9579,0.6364,0.4119,0.845,0.7498,0.8041,0.0434,0.8341,0,0.7138,0,0,0,0,0.3141,0.5514,0.8571,0.5111,0.7455,0,0.5315,0,0.1817,0.8863,0.8863,0.6305,0.8804,0.2209,0.1962,0.5318,0.4866,0.2,0.3649,0.3649,0,0.7216,0.7145,0,0,0.2158,0.2024,0.7608,0,0.229,0.1962,Polygon,0,-999,-999
-80.19081940000001,26.1849712,Ft. Lauderdale,365 Data Centers,869,[],,"['Quest', 'Hotwire', 'Level 3 Communications, LLC', 'Windstream Communications', 'FiberLight', 'AT&T', 'BroadbandONE']",[],USA,960,[],[],,4adb41a7-4b74-40c3-8b61-a99892ae6440,False,,0,False,False,1.0,78887,12011050207,0.66,0.8709,0.7201,0.8244,0.8244,0.7329,0.5041,0.4147,0.8425,0.9386,0.8603,0.4202,0.7744,0.4574,0.1211,0.3031,0.8718,0.3072,0.498,0.7331,0.7559,0.7861,0,0,0.9145,0.0434,0.287,0.9487,0.7225,0.6543,0.8666,0,0,0.98,0.5514,0.3656,0.2275,0.0995,0.5281,0.6136,0.9272,0.9518,0,0,0.7867,0.4145,0.2545,0.267,0.6015,0.4493,0,0.8627,0.8627,0,0.0166,0.0165,0.142,0.4222,0.9589,0.3563,0.2819,0,0.6686,0.6473,Polygon,0,-999,-999
-80.76538970000001,35.3298887,Charlotte 2,Flexential,,[],,"['Zayo', 'XO Communications', 'Windstream Communications', 'Verizon Business', 'Time Warner Cable', 'Palmetto Net', 'Lightower Fiber Networks', 'Level 3 Communications, LLC', 'Comporium', 'CenturyLink', 'Broadplex', 'AT&T']",[],USA,,[],[],,249f85f6-683f-463e-89a9-8209e1cb390f,False,,0,False,False,1.0,60166,37119005533,0.0466,0.0914,0.0731,0.6665,0.6665,0.2059,0,0.8857,0.9742,0.8053,0.8118,0,0.5466,0,0.0513,0,0,0.0011,0,0,0,0.1358,0.5463,0,0.7615,0.4976,0.6189,0,0.8598,0,0,0,0,0.3954,0.5514,0.0181,0.3188,0.0234,0,0.5158,0,0.1741,0.6561,0.6561,0.2524,0.1087,0.0104,0.0053,0.3045,0.0104,0,0.0777,0.0777,0,0.0824,0.0817,0,0.6704,0.5755,0.8048,0.5538,0,0.8426,0.5107,Polygon,0,-999,-999
-85.5073304,38.2760812,Louisville 2,Flexential,,[],,"['Zayo', 'Windstream Communications', 'Verizon Business', 'Time Warner Cable', 'Level 3 Communications, LLC', 'CenturyLink', 'AT&T']",[],USA,,[],[],,90925d89-8a60-4334-a45f-d431d0cde980,False,,0,False,False,1.0,14166,21111010406,0.3718,0.4095,0.4464,0.3076,0.3076,0.2763,0.0668,0.633,0.5729,0.4487,0.024,0.0508,0.1897,0.353,0.8383,0.1826,0.3193,0.2657,0.4741,0.658,0.7214,0.2417,0.6153,0,0.6061,0.4976,0.5865,0,0.675,0,0.8761,0,0,0.6431,0.6609,0.1887,0.4741,0.2028,0.7799,0.5371,0,0.6382,0.5625,0.5625,0.6263,0.3015,0.7614,0.5003,0.087,0.4619,0.2,0.4746,0.4746,0,0.6244,0.6187,0,0.2012,0.002,0.836,0.8989,0,0.5678,0.6453,Polygon,0,-999,-999
-86.8333996,35.951047,Nashville 2,Flexential,,[],,"['Zayo', 'XO Communications', 'Level 3 Communications, LLC', 'Comcast', 'CenturyLink', 'AT&T']",[],USA,,[],[],,0751f9df-b62b-11e5-ad0b-02b4d6763261,False,,0,False,False,1.0,47738,47187050307,0.4915,0.5689,0.3315,0.3759,0.3759,0.2904,0.0286,0.0488,0.8198,0.7255,0.2061,0.2606,0.2504,0.8781,0.0332,0.4114,0.4212,0.3007,0.5727,0.443,0.6901,0.2883,0.5463,0.5886,0.887,0.4976,0.8474,0,0.834,0.7869,0,0,0,0.6738,0.5539,0.1114,0.3878,0.063,0.7693,0.6136,0,0.686,0.7167,0.7167,0.775,0.3015,0.7456,0.3854,0.3615,0.2733,0.2,0.084,0.084,0,0.2651,0.2629,0,0.3527,0.2158,0.5557,0.8769,0,0.5973,0.2414,Polygon,0,-999,-999
-86.8156181,35.9202805,Nashville 3,Flexential,,[],,"['Zayo', 'XO Communications', 'Windstream Communications', 'undefined', 'Comcast', 'CenturyLink', 'AT&T']",[],USA,,[],[],,c7d32ada-0cd9-4ee5-97c0-3aaaeae52bb3,False,,0,False,False,1.0,43161,47187051001,0.1292,0.2275,0.0845,0.3309,0.3309,0.0222,0.0458,0.3899,0.1744,0.0834,0.1075,0.0547,0.0259,0.3154,0.9536,0.2265,0.3993,0.4157,0,0.5046,0.2494,0.0596,0.5463,0.5886,0.6123,0.4976,0.7744,0,0.455,0.6158,0,0,0,0.4631,0.7902,0.0335,0.4913,0.1967,0.532,0.4067,0,0.4309,0.6324,0.6324,0.5688,0.1604,0.5435,0.1038,0.1409,0.1557,0,0.093,0.093,0,0.2563,0.2543,0,0.3527,0.3229,0.5557,0.8937,0,0.6553,0.312,Polygon,0,-999,-999
-84.25234560000001,34.0871601,Atlanta 2,Flexential,,[],,"['Zayo', 'XO Communications', 'Windstream Communications', 'TowerCloud', 'Level 3 Communications, LLC', 'FiberLight', 'Comcast', 'CenturyLink', 'AT&T']",[],USA,,[],[],,0700cc98-b62b-11e5-ad0b-02b4d6763261,False,,0,False,False,1.0,353,13121011652,0.0717,0.1347,0.0413,0.7671,0.7671,0.1696,0.237,0.1242,0.7246,0.4519,0.3017,0.2708,0.23,0.0279,0.6683,0.0212,0.6737,0.1206,0,0.443,0.2021,0.1954,0.3188,0,0.8456,0.4976,0.5647,0,0.8193,0.6177,0,0,0,0.5932,0.5514,0.0656,0.539,0.1052,0,0.4825,0,0.1581,0.1362,0.1362,0.2814,0.003,0.1205,0.0211,0.0092,0.0497,0,0.0602,0.0602,0,0.1172,0.1163,0,0.7371,0.4172,0.6659,0.4183,0,0.6994,0.277,Polygon,0,-999,-999
-82.36907300000001,28.0722594,Tampa 2,Flexential,3381,[],,"['Level 3 Communications, LLC', 'Frontier Communications Corporation', 'FPL FiberNet, LLC', 'FiberLight', 'Cogent Communications, Inc.', 'Brighthouse Networks']",[],USA,,[],[],,078c43b4-b62b-11e5-ad0b-02b4d6763261,False,,0,False,False,1.0,4659,12057011017,0.0861,0.159,0.0991,0.5574,0.5574,0.3238,0.0612,0,0.7659,0.2591,0.6938,0.0879,0.2124,0.3637,0.1034,0.3104,0.3993,0.0671,0,0,0,0.0861,0.3188,0,0.7806,0.9248,0.6961,0,0.4404,0.6997,0,0,0,0.4854,0.5514,0.0415,0.6025,0.1245,0,0.3524,0,0.1108,0.8644,0.8644,0.4333,0.1813,0.4256,0.2485,0.3615,0.1952,0,0.2483,0.2483,0,0.0279,0.0277,0.036,0.571,0.9249,0.5788,0.2994,0,0.766,0.47,Polygon,0,-999,-999
-122.89784029999998,45.546392,Portland,Infomart,10219,[],,"['Spectrum', 'tw telecom', 'Verizon Business', 'CoastCom', 'Northwest Access Exchange (NWAX)', 'OpticAccess', 'Zayo', 'CenturyLink', 'Cogent Communications, Inc.', 'Fontier Cellular', 'Integra']",[],USA,24000,[],[],,40e4c024-9f63-4f00-869a-2cbfff2eebf1,False,,0,False,False,1.0,65890,41067031617,0.3269,0.515,0.1111,0.6744,0.6744,0.5669,0.1197,0.3643,0.9928,0.8626,0.2851,0.0249,0.4357,0.0179,0.2058,0.5466,0.5614,0.1031,0,0,0,0.2444,0,0.9455,0.8719,0.4976,0.799,0,0.8598,0.5832,0.7853,0,0,0.8388,0.5514,0.1051,0.0553,0.0053,0.3986,0.6136,0,0.4716,0.8863,0.8863,0.7525,0.2758,0.0178,0.0102,0.6015,0.0157,0,0.6522,0.6522,0,0.7767,0.7691,0,0,0,0.2558,0.0692,0,0.0167,0.0299,Polygon,0,-999,-999
-74.174759,40.606872,New York Teleport,Telehouse,15000,[],,[],[],USA,10000,['NYIIX'],[],,06dd8d20-b62b-11e5-ad0b-02b4d6763261,False,,0,False,False,1.0,3865,36085029105,0.3115,0.4949,0.4282,0.6081,0.6081,0.1393,0.4893,0.3112,0.4996,0.4858,0.1973,0.4105,0.2825,0.4415,0.4783,0.4255,0.7132,0.5596,0,0.6739,0.389,0.3442,0.6153,0,0.9361,0.4976,0.7097,0,0.687,0.8446,0,0,0,0.6341,0.5514,0.7068,0.1754,0.2916,0.6091,0.6136,0,0.5799,0.2468,0.2468,0.6283,0.2758,0.5721,0.4235,0.271,0.3611,0,0.3122,0.3122,0,0.4326,0.4291,0.142,0.2012,0.7321,0.5284,0.8308,0,0.7756,0.7086,Polygon,0,-999,-999
-76.96454790000001,39.05828899999999,Metro Washington DC,ByteGrid,,[],,[],[],USA,,[],[],,074b1c04-b62b-11e5-ad0b-02b4d6763261,False,,0,False,False,1.0,32079,24031701425,0.6839,0.6793,0.7737,0.7924,0.7924,0.1924,0.322,0.8607,0.6661,0.5554,0.5899,0.9461,0.6536,0.9825,0.1902,0.9678,0.5723,0.9428,0.5511,0.5046,0.7001,0.8099,0.6153,0,0.7637,0.4976,0.6439,0,0.2949,0.8446,0,0,0,0.4852,0.5514,0.1154,0.3973,0.0665,0,0.5056,0,0.169,0.8863,0.8863,0.4101,0.2032,0.9691,0.7304,0.0092,0.6447,0.4,0.1753,0.1753,0,0.2945,0.2919,0,0.276,0.6127,0.8964,0.9528,0,0.8955,0.72,Polygon,0,-999,-999
-74.58486549999998,40.3658821,"Princeton, NJ",Agile,1022,[],,[],[],USA,5000,[],[],,992a057f-8aa6-46d9-832c-8bd2c785eaf5,False,,0,False,False,1.0,33870,34023008504,0.2986,0.4776,0.4323,0.731,0.731,0.1073,0.0891,0.1939,0.3205,0.3102,0.0509,0.1201,0.0557,0.6322,0.2271,0.1527,0.7644,0.3234,0,0.6739,0.389,0.1325,0.805,0,0.6707,0.4976,0.6783,0.95,0.785,0.7928,0,0,0,0.9096,0.5514,0.223,0.3797,0.1044,0.5853,0.5084,0,0.5122,0.8132,0.8132,0.8189,0.0045,0.4021,0.1801,0.012,0.2855,0,0.2483,0.2483,0,0.4136,0.4103,0,0.2012,0.6847,0.7214,0.9767,0,0.8352,0.7369,Polygon,0,-999,-999
-75.49018330000001,40.6084305,"Allentown, PA",Agile,465,[],,[],[],USA,,[],[],,5f0af64e-27fa-4f76-93ea-1e18f88da151,False,,0,False,False,1.0,23053,42077001900,0.9118,0.8902,0.8487,0.7337,0.7337,0.8361,0.8866,0.7705,0.8897,0.6381,0.3836,0.8923,0.8759,0.9686,0.1596,0.9786,0.9506,0.9914,0,0.92,0.5945,0.9506,0.3188,0.8216,0.7673,0.4976,0.8272,0,0.7468,0.8182,0,0,0,0.6494,0.5514,0.8749,0.0019,0.2862,0,0.6136,0,0.2271,0.6525,0.6525,0.6642,0.7278,0.6013,0.953,0.6015,0.9292,0.6,0.5664,0.5664,0,0.3348,0.3318,0,0.1196,0.5386,0,0.9176,0,0.3703,0.3132,Polygon,0,-999,-999
-76.9624801,39.0558752,"Silver Spring, MD",Agile,1951,[],,[],[],USA,4000,[],[],,25decdab-45e1-4032-93fb-bba50575cb60,False,,0,False,False,1.0,32079,24031701425,0.6839,0.6793,0.7737,0.7924,0.7924,0.1924,0.322,0.8607,0.6661,0.5554,0.5899,0.9461,0.6536,0.9825,0.1902,0.9678,0.5723,0.9428,0.5511,0.5046,0.7001,0.8099,0.6153,0,0.7637,0.4976,0.6439,0,0.2949,0.8446,0,0,0,0.4852,0.5514,0.1154,0.3973,0.0665,0,0.5056,0,0.169,0.8863,0.8863,0.4101,0.2032,0.9691,0.7304,0.0092,0.6447,0.4,0.1753,0.1753,0,0.2945,0.2919,0,0.276,0.6127,0.8964,0.9528,0,0.8955,0.72,Polygon,0,-999,-999
-96.0255854,41.1597479,Omaha,LightEdge Solutions,1200,[],,[],[],USA,,[],[],1262300400000.0,fa15f0eb-84ec-457e-bf2e-f8762cb12641,False,,0,False,False,1.0,12404,31153010617,0.0169,0.0368,0.0869,0.3093,0.3093,0.2401,0.2435,0.4017,0.204,0.0808,0.3836,0.1555,0.1263,0.3689,0.6797,0.1641,0.6113,0.3592,0,0.443,0.2021,0.1225,0,0.7498,0.3701,0.0434,0.3768,0,0,0.7853,0,0,0,0.3441,0.5514,0.294,0.2814,0.0917,0,0.6136,0,0.2271,0.1996,0.1996,0.1156,0.1242,0.5031,0.3654,0.0814,0.4241,0,0.7807,0.7807,0,0.9271,0.9173,0,0.4506,0,0.3563,0.6708,0,0.3367,0.7109,Polygon,0,-999,-999
-93.45572500000004,41.66676200000001,Des Moines,LightEdge Solutions,2787,[],,"['Bandwidth.com', 'Aureon', 'Level 3 Communications, LLC', 'XO Communications', 'tw telecom', 'Mediacom', 'Cox Communications', 'Windstream Communications', 'CenturyLink', 'Sprint']",[],USA,,[],[],1451602800000.0,6614fdf6-a540-4797-92e3-da7fdb4b287f,False,,0,False,False,1.0,12387,19153010703,0.2068,0.3484,0.4687,0.2005,0.2005,0.465,0.2102,0.1044,0.6661,0.1376,0.2061,0.2557,0.1845,0.2357,0.799,0.0619,0.3993,0.1601,0,0.7758,0.4682,0.1498,0.3188,0.7498,0.4352,0.0434,0.5247,0,0.8598,0.6213,0.973,0,0,0.8902,0.5514,0.23,0.4333,0.1346,0.7973,0.5426,0,0.6541,0,0,0.6429,0.4145,0.3792,0.3064,0.3384,0.2975,0,0.8091,0.8091,0,0.9383,0.9282,0,0.3153,0.1057,0.9293,0.9216,0,0.7128,0.9597,Polygon,0,-999,-999
-94.47134770000002,39.1591195,Kansas City,LightEdge Solutions,1022,[],,"['Time Warner Cable', 'AT&T']",[],USA,,[],[],1356994800000.0,90af2a56-23cc-4aa5-a1c1-bb772ad51a45,False,,0,False,False,1.0,21752,29047022200,0.5768,0.6762,0.6994,0.4765,0.4765,0.3427,0.4844,0.7065,0.3306,0.0834,0.5605,0.3448,0.3514,0.353,0.2697,0.9014,0.2539,0.3245,0,0,0,0.2273,0.6724,0.5886,0.67,0.4976,0.8319,0.9485,0.7128,0.6459,0.848,0,0,0.979,0.8717,0.9103,0.8413,0.9973,0.7682,0.4708,0,0.5893,0.2455,0.2455,0.9879,0.5367,0.3792,0.3455,0.7969,0.2615,0.2,0.2828,0.2828,0,0.8764,0.8681,0,0.435,0,0.7632,0.942,0,0.6611,0.7627,Polygon,0,-999,-999
-80.836498,35.222273,701 East Trade Street ,Lincoln Rackhouse,800,[],,"['CenturyLink', 'Windstream Communications', 'Springboard Telecom', 'BTIDeltacom', 'Verizon Business', 'Time Warner Cable', 'tw telecom', 'DukeNet', 'Zayo', 'XO Communications', 'Level 3 Communications, LLC']",[],USA,,[],[],,d471eed9-17d5-432c-8b59-cae9fe77e13f,False,,0,False,False,1.0,41227,37119000600,0.6328,0.7387,0.6406,0.7636,0.7636,0.5827,0.7595,0.747,0.9056,0.6944,0.3983,0.6991,0.7881,0.043,0.0601,0.041,0.4413,0.0125,0,0.9831,0.6656,0.5608,0.5463,0,0.8939,0.9248,0.8167,0,0.8598,0.4995,0,0,0,0.5619,0.5514,0.1212,0.0348,0.005,0.8112,0.6136,0.8612,0.977,0.4704,0.4704,0.7577,0.5055,0.0285,0.0573,0.7754,0.1464,0.2,0.0988,0.0988,0,0.0824,0.0817,0,0.6675,0.5755,0.8048,0.595,0,0.8581,0.5431,Polygon,0,-999,-999
-76.4681276,39.3704422,8029 Corporate Drive,Lincoln Rackhouse,3000,[],,[],[],USA,,[],[],,10522b87-785a-4c58-8d57-61458e8b313e,False,,0,False,False,1.0,23395,24005440600,0.2778,0.4491,0.4523,0.5411,0.5411,0.0471,0.3968,0.086,0.1911,0.0311,0.139,0.1501,0.0408,0.5358,0.3644,0.2886,0.5234,0.2784,0,0.3697,0.1668,0.064,0.805,0.5886,0.7814,0.4976,0.8734,0,0.5838,0.6668,0.8697,0,0,0.8183,0.5514,0.2069,0.3913,0.102,0.3506,0.6136,0,0.4468,0.8805,0.8805,0.8519,0.3015,0.5302,0.2297,0.099,0.3611,0,0.2205,0.2205,0,0.2735,0.2713,0,0.3527,0.6608,0.9184,0.9807,0,0.9363,0.8077,Polygon,0,-999,-999
-73.862368,41.12701429999999,600 Albany Post Road ,Lincoln Rackhouse,1200,[],,"['Lightower Fiber Networks', 'Verizon Business', 'AT&T']",[],USA,2200,[],[],,5c643360-3f8c-4f0e-9970-85421ed4f31b,False,,0,False,False,1.0,51161,36119013201,0.2039,0.1997,0.4846,0.4057,0.4057,0.1256,0.2697,0.2311,0.1954,0.209,0.034,0.2925,0.0756,0.893,0.4783,0.0584,0.3193,0.3043,0,0.92,0.5945,0.1397,0.727,0,0.7113,0.0434,0.5018,0,0.3455,0.6431,0,0,0,0.4358,0.572,0.4326,0.4638,0.3227,0.5935,0.5309,0,0.5274,0.575,0.575,0.4467,0.1604,0.8184,0.4043,0.0413,0.1378,0.2,0.6201,0.6201,0,0.5131,0.5091,0.8566,0.0279,0.7869,0.8486,0.9133,0,0.9863,0.9931,Polygon,0,-999,-999
-105.07316500000002,39.90496,11525 Main Street,Lincoln Rackhouse,3000,[],,[],[],USA,,[],[],,ca54ff97-c830-4661-881a-114aed8b8cfc,False,,0,False,False,1.0,76595,08014030200,0.39,0.5951,0.2697,0.4975,0.4975,0.3433,0.132,0.1698,0.7521,0.2697,0.511,0.1501,0.2398,0.0786,0.3963,0.3104,0.6287,0.1284,0.7414,0,0.4424,0.2093,0.9586,0.8668,0.7778,0.4976,0.9564,0,0.8569,0,0,0,0,0.3946,0.5514,0.2742,0.1246,0.0351,0.7744,0.6136,0.9402,0.9824,0.8431,0.8431,0.8881,0.4145,0.1869,0.026,0.4106,0.0175,0,0.8091,0.8091,0,0.7593,0.752,0,0.5343,0,0.0006,0.3436,0,0.0852,0.2926,Polygon,0,-999,-999
-77.3818526,38.9566829,251 Exchange Place,Lincoln Rackhouse,2200,[],,"['EarthLink', 'Zayo', 'Yellow Fiber Networks', 'XO Communications', 'Windstream Communications', 'Sunesys', 'SummitIG', 'Shentel', 'PEG Bandwidth', 'Novec Solutions', 'Lumos Networks', 'Lightower Fiber Networks', 'Level 3 Communications, LLC', 'Lit Networks', 'FiberLight', 'CenturyLink', 'Atlantech Online, Inc.', 'AiNET']",[],USA,5000,[],[],,e32db6b6-3a47-449a-a500-c54b761f392a,False,,0,False,False,1.0,63678,51059480902,0.1032,0.1858,0.2657,0.7715,0.7715,0.4965,0.6526,0.3899,0.7088,0.3433,0.7221,0.2557,0.5191,0.1275,0.6133,0.2074,0.9125,0.3882,0,0,0,0.3983,0.3188,0,0.6613,0.4976,0.5006,0,0.8343,0,0,0,0,0.3656,0.5514,0.3352,0.1086,0.0454,0,0.555,0,0.1936,0.3778,0.3778,0.1664,0.0946,0.2434,0.0701,0.2822,0.2855,0,0.4746,0.4746,0,0.2384,0.2366,0,0.2012,0.647,0.8803,0.988,0,0.8889,0.8176,Polygon,0,-999,-999
-71.57831600000003,42.3132467,34 St. Martin,Lincoln Rackhouse,13352,[],,"['XO Communications', 'Spectrum Enterprise', 'Lightower Fiber Networks', 'Level 3 Communications, LLC', 'undefined', 'Firstlight', 'CenturyLink', 'Axia NGNetworks USA']",[],USA,5000,[],[],,7d81834c-a677-4ff2-b443-d2ed2d782151,False,,0,False,False,1.0,30077,25027741102,0.2737,0.4434,0.4304,0.4731,0.4731,0.1075,0.2435,0.4644,0.1106,0.1991,0.034,0.0968,0.0633,0.2745,0.8111,0.0729,0.7492,0.4266,0,0.7977,0.4856,0.14,0.5463,0,0.4025,0.0434,0.3026,0,0.6409,0.6776,0.7664,0,0,0.8122,0.5514,0.4106,0.6236,0.4431,0.6804,0.4865,0.9451,0.9568,0.4853,0.4853,0.769,0.5055,0.5435,0.138,0.087,0.0887,0,0.7282,0.7282,0,0.4326,0.4291,0,0.2905,0.7973,0.7843,0.2965,0,0.6716,0.7761,Polygon,0,-999,-999
